32.53552246,-86.64290999
30.73461976,-87.7281366
31.8698647,-85.39540308
32.99864618,-87.12638634
33.98180649,-86.56868511
32.10107974,-85.71618691
31.75279913,-86.6803022
33.77161711,-85.82651125
32.9147461,-85.39279277
34.17592069,-85.60383573
32.84778064,-86.71917467
32.01986669,-88.2629083
31.67704804,-87.83080815
33.26918956,-85.86057583
33.67493415,-85.51883898
31.40278136,-85.98769016
34.70078281,-87.80552188
31.42932659,-86.99366438
32.93645384,-86.24836261
31.24915664,-86.45089245
31.73141497,-86.3135774
34.13215921,-86.86836833
31.43292368,-85.61066145
32.32710395,-87.10646968
34.45994037,-85.80384369
32.59746177,-86.14883339
31.12731594,-87.16133303
34.04446727,-86.03618648
33.72148793,-87.73870754
34.44195236,-87.84360099
31.09541237,-85.83796516
32.85354041,-87.95157914
32.76355302,-87.6285948
31.51525346,-85.24316267
31.1538583,-85.30456592
34.78005653,-85.99952445
33.55459581,-86.89639332
33.77939224,-88.09638495
34.90225088,-87.65340216
34.52233602,-87.31091307
32.6014684,-85.35557482
34.81035081,-86.9813404
32.15498904,-86.65003626
32.38650054,-85.69247134
34.76352021,-86.55053417
32.248017,-87.78935845
34.13684851,-87.8863696
34.36715902,-86.30637667
30.78741628,-88.20767236
31.57118577,-87.36546551
32.22136376,-86.20793905
34.45372294,-86.85266111
32.63954044,-87.29444986
33.28145341,-88.08773039
31.80266904,-85.94163749
33.29433178,-85.45981285
32.28923789,-85.18673583
33.26460881,-86.66194428
33.71647752,-86.31599673
32.59087827,-88.19775501
33.38019561,-86.16756917
32.86259913,-85.79746479
33.28987936,-87.5248092
33.80356857,-87.29733315
31.40797319,-88.2077662
31.98991455,-87.30827238
34.14947523,-87.37353943
35.40027488,-109.487417
31.87824893,-109.7493105
35.84218929,-111.7634194
33.80221366,-110.8127224
32.93597196,-109.8850296
33.21506593,-109.2390023
33.73032986,-113.9807794
33.34905472,-112.4901
35.70653301,-113.7576001
35.388544,-110.3149412
32.09702534,-111.7869834
32.90494353,-111.3410041
31.52437498,-110.8443012
34.60034387,-112.5529913
32.77087903,-113.904074
34.29042104,-91.37362562
33.1911214,-91.76786197
36.28539413,-92.33828351
36.33955971,-94.25827714
36.30821986,-93.09268462
33.46655124,-92.16222522
33.55746698,-92.5034819
36.34016548,-93.54083712
33.26812904,-91.29330787
34.051092,-93.17643087
36.3674102,-90.41743611
35.5381139,-92.02616135
